Sheet 1: Healthy life expectancy in the UK by age and sex: between 2011 to 2013 and 2022 to 2024,,,,,,,,,,,,
[note 1] [note 2] [note 3] [note 4] [note 5] [note 6] [note 7],,,,,,,,,,,,
This worksheet contains one table.,,,,,,,,,,,,
HLE refers to healthy life expectancy; LCI refers to lower bound of the 95% confidence interval; UCI refers to upper bound of the 95% confidence interval; Proportion (%) refers to proportion of life spent in good health.,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,
Return to Contents,,,,,,,,,,,,
Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%)
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,25 to 29,7,41.1,39.1,43.2,76
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,30 to 34,8,36.9,34.9,38.9,75
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,35 to 39,9,32.6,30.6,34.5,73
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,40 to 44,10,28.4,26.5,30.3,71
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,45 to 49,11,24.3,22.4,26.2,69
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,50 to 54,12,20.3,18.5,22.2,67
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,55 to 59,13,16.7,14.9,18.6,65
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,60 to 64,14,13.4,11.6,15.2,62
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,65 to 69,15,10.4,8.6,12.2,59
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,70 to 74,16,7.7,5.9,9.5,55
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,75 to 79,17,5.5,3.5,7.4,52
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,80 to 84,18,3.8,1.7,5.8,47
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,85 to 89,19,2.3,1.0,3.6,43
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,90+,20,1.5,0.7,2.3,40
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,<1,1,65.9,63.3,68.6,81
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,01 to 04,2,65.1,62.5,67.7,80
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,05 to 09,3,61.3,58.8,63.7,80
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,10 to 14,4,56.5,54.2,58.8,78
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,15 to 19,5,51.9,49.7,54.1,77
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,20 to 24,6,47.3,45.1,49.4,76
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,25 to 29,7,42.8,40.6,44.9,74
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,30 to 34,8,38.3,36.3,40.4,73
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,35 to 39,9,34.0,31.9,36.0,71
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,40 to 44,10,29.7,27.7,31.7,70
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,45 to 49,11,25.7,23.7,27.7,68
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,50 to 54,12,21.9,19.9,23.8,65
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,55 to 59,13,18.2,16.3,20.1,63
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,60 to 64,14,14.7,12.9,16.6,61
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,65 to 69,15,11.6,9.8,13.5,58
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,70 to 74,16,8.8,6.9,10.6,54
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,75 to 79,17,6.3,4.3,8.3,51
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,80 to 84,18,4.2,2.2,6.2,47
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,85 to 89,19,2.8,1.5,4.2,42
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,90+,20,1.8,1.0,2.7,38
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,<1,1,63.5,61.2,65.8,83
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,01 to 04,2,62.9,60.6,65.2,83
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,05 to 09,3,59.1,57.0,61.2,82
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,10 to 14,4,54.3,52.4,56.3,81
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,15 to 19,5,49.6,47.7,51.4,80
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,20 to 24,6,45.0,43.1,46.8,78
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,25 to 29,7,40.4,38.6,42.2,77
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,30 to 34,8,35.9,34.1,37.7,75
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,35 to 39,9,31.5,29.8,33.3,73
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,40 to 44,10,27.4,25.6,29.1,71
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,45 to 49,11,23.4,21.7,25.1,69
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,50 to 54,12,19.6,17.9,21.3,67
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,55 to 59,13,16.1,14.4,17.8,64
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,60 to 64,14,12.8,11.1,14.5,61
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,65 to 69,15,10.0,8.3,11.7,58
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,70 to 74,16,7.5,5.7,9.2,55
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,75 to 79,17,5.3,3.4,7.2,50
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,80 to 84,18,3.5,1.4,5.7,46
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,85 to 89,19,2.3,0.9,3.7,41
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,90+,20,1.6,0.6,2.5,40
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,<1,1,65.6,62.9,68.2,81
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,01 to 04,2,64.9,62.3,67.4,81
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,05 to 09,3,61.1,58.7,63.4,80
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,10 to 14,4,56.3,54.2,58.4,79
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,15 to 19,5,51.6,49.7,53.5,78
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,20 to 24,6,46.9,45.1,48.8,76
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,25 to 29,7,42.4,40.6,44.2,75
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,30 to 34,8,37.9,36.1,39.7,74
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,35 to 39,9,33.6,31.8,35.4,72
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,40 to 44,10,29.4,27.6,31.1,70
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,45 to 49,11,25.3,23.6,27.0,68
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,50 to 54,12,21.5,19.9,23.2,66
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,55 to 59,13,17.9,16.3,19.5,64
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,60 to 64,14,14.6,13.0,16.1,61
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,65 to 69,15,11.5,10.0,13.1,59
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,70 to 74,16,8.7,7.1,10.3,55
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,75 to 79,17,6.2,4.7,7.8,52
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,80 to 84,18,4.3,2.6,6.0,48
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,85 to 89,19,2.8,1.7,3.9,44
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,90+,20,1.9,1.1,2.6,41
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,<1,1,66.5,64.0,68.9,84
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,01 to 04,2,65.7,63.3,68.1,84
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,05 to 09,3,61.8,59.5,64.1,83
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,10 to 14,4,57.0,54.9,59.2,82
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,15 to 19,5,52.3,50.2,54.4,81
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,20 to 24,6,47.6,45.5,49.7,79
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,25 to 29,7,43.0,41.0,45.1,78
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,30 to 34,8,38.5,36.5,40.5,77
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,35 to 39,9,34.2,32.1,36.2,75
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,40 to 44,10,29.9,27.9,31.9,73
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,45 to 49,11,25.8,23.9,27.8,71
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,50 to 54,12,21.8,19.8,23.7,69
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,55 to 59,13,17.9,16.0,19.8,67
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,60 to 64,14,14.4,12.5,16.4,64
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,65 to 69,15,11.2,9.3,13.2,61
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,70 to 74,16,8.4,6.4,10.4,58
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,75 to 79,17,6.0,3.8,8.1,54
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,80 to 84,18,4.1,1.6,6.5,51
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,85 to 89,19,2.7,1.1,4.4,46
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,90+,20,1.9,0.8,3.0,43
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,<1,1,67.6,65.0,70.1,82
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,01 to 04,2,66.8,64.3,69.3,82
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,05 to 09,3,63.0,60.7,65.3,81
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,10 to 14,4,58.2,56.0,60.4,80
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,15 to 19,5,53.4,51.4,55.5,79
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,20 to 24,6,48.8,46.8,50.9,78
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,25 to 29,7,44.3,42.3,46.3,77
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,30 to 34,8,39.8,37.8,41.8,75
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,35 to 39,9,35.4,33.5,37.3,74
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,40 to 44,10,31.1,29.2,33.1,72
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,45 to 49,11,27.1,25.2,28.9,70
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,50 to 54,12,23.1,21.2,24.9,69
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,55 to 59,13,19.3,17.4,21.1,66
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,60 to 64,14,15.7,13.9,17.5,64
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,65 to 69,15,12.3,10.5,14.1,61
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,70 to 74,16,9.4,7.5,11.2,58
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,75 to 79,17,6.8,4.8,8.7,55
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,80 to 84,18,4.7,2.8,6.5,51
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,85 to 89,19,3.1,1.9,4.3,47
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,90+,20,2.0,1.2,2.7,44
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,<1,1,64.5,62.3,66.7,82
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,01 to 04,2,63.7,61.5,65.9,82
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,05 to 09,3,60.1,58.0,62.1,81
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,10 to 14,4,55.3,53.4,57.2,80
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,15 to 19,5,50.5,48.7,52.4,79
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,20 to 24,6,45.9,44.1,47.6,78
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,25 to 29,7,41.2,39.5,42.9,76
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,30 to 34,8,36.8,35.2,38.5,75
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,35 to 39,9,32.6,31.0,34.2,73
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,40 to 44,10,28.5,27.0,30.0,71
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,45 to 49,11,24.5,23.0,25.9,69
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,50 to 54,12,20.6,19.1,22.0,67
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,55 to 59,13,17.0,15.6,18.3,64
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,60 to 64,14,13.7,12.3,15.0,61
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,65 to 69,15,10.6,9.2,11.9,58
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,70 to 74,16,8.0,6.6,9.4,55
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,75 to 79,17,5.7,4.2,7.2,51
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,80 to 84,18,3.9,2.1,5.6,47
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,85 to 89,19,2.5,1.4,3.6,42
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,90+,20,1.7,0.9,2.4,37
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,<1,1,66.2,63.9,68.6,81
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,01 to 04,2,65.5,63.1,67.8,81
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,05 to 09,3,61.6,59.4,63.8,80
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,10 to 14,4,56.9,54.9,58.9,79
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,15 to 19,5,52.2,50.3,54.1,78
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,20 to 24,6,47.7,45.8,49.6,76
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,25 to 29,7,43.2,41.3,45.0,75
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,30 to 34,8,38.7,36.9,40.5,73
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,35 to 39,9,34.4,32.6,36.1,72
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,40 to 44,10,30.1,28.4,31.8,70
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,45 to 49,11,26.0,24.4,27.6,68
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,50 to 54,12,22.1,20.6,23.7,66
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,55 to 59,13,18.5,16.9,20.1,64
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,60 to 64,14,15.1,13.6,16.7,62
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,65 to 69,15,12.0,10.4,13.6,59
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,70 to 74,16,9.1,7.5,10.7,56
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,75 to 79,17,6.6,4.9,8.2,52
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,80 to 84,18,4.6,2.8,6.4,49
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,85 to 89,19,3.0,1.8,4.1,45
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,90+,20,1.9,1.1,2.6,41
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,<1,1,64.8,62.8,66.7,83
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,01 to 04,2,64.1,62.2,66.0,83
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,05 to 09,3,60.3,58.5,62.1,82
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,10 to 14,4,55.5,53.8,57.2,81
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,15 to 19,5,50.7,49.1,52.4,80
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,20 to 24,6,46.0,44.4,47.7,79
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,25 to 29,7,41.4,39.8,43.0,77
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,30 to 34,8,36.9,35.3,38.5,76
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,35 to 39,9,32.5,30.9,34.1,74
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,40 to 44,10,28.3,26.8,29.9,72
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,45 to 49,11,24.3,22.8,25.8,70
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,50 to 54,12,20.5,19.0,22.0,68
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,55 to 59,13,17.0,15.5,18.5,66
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,60 to 64,14,13.8,12.3,15.3,63
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,65 to 69,15,10.8,9.4,12.3,60
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,70 to 74,16,8.2,6.7,9.7,57
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,75 to 79,17,5.9,4.3,7.5,53
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,80 to 84,18,4.0,2.3,5.6,48
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,85 to 89,19,2.6,1.5,3.7,44
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,90+,20,1.7,1.0,2.4,40
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,<1,1,66.8,64.6,69.1,81
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,01 to 04,2,66.1,63.9,68.4,81
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,05 to 09,3,62.3,60.2,64.4,81
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,10 to 14,4,57.5,55.7,59.4,79
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,15 to 19,5,52.8,51.0,54.6,78
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,20 to 24,6,48.1,46.4,49.9,77
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,25 to 29,7,43.6,41.9,45.3,76
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,30 to 34,8,39.1,37.4,40.7,74
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,35 to 39,9,34.6,33.0,36.3,73
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,40 to 44,10,30.4,28.7,32.0,71
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,45 to 49,11,26.3,24.7,27.9,69
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,50 to 54,12,22.5,20.9,24.1,67
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,55 to 59,13,18.8,17.3,20.4,65
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,60 to 64,14,15.4,13.9,16.9,62
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,65 to 69,15,12.2,10.7,13.7,60
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,70 to 74,16,9.2,7.7,10.7,56
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,75 to 79,17,6.6,5.0,8.1,52
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,80 to 84,18,4.4,2.9,6.0,48
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,85 to 89,19,2.8,1.8,3.8,43
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,90+,20,1.8,1.1,2.4,38
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,<1,1,59.3,57.1,61.6,78
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,01 to 04,2,58.7,56.4,60.9,78
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,05 to 09,3,54.9,52.8,56.9,77
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,10 to 14,4,50.2,48.3,52.1,76
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,15 to 19,5,45.6,43.8,47.3,74
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,20 to 24,6,41.0,39.3,42.7,73
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,25 to 29,7,36.6,34.9,38.3,71
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,30 to 34,8,32.4,30.8,34.1,69
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,35 to 39,9,28.3,26.7,29.9,67
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,40 to 44,10,24.6,23.0,26.1,65
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,45 to 49,11,20.8,19.3,22.3,62
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,50 to 54,12,17.2,15.8,18.7,60
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,55 to 59,13,14.0,12.6,15.4,57
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,60 to 64,14,10.9,9.5,12.3,54
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,65 to 69,15,8.5,7.1,9.8,51
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,70 to 74,16,6.2,4.8,7.6,47
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,75 to 79,17,4.3,2.8,5.8,42
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,80 to 84,18,2.9,1.2,4.7,38
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,85 to 89,19,1.8,0.7,2.9,34
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,90+,20,1.3,0.5,2.1,32
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,<1,1,60.9,58.4,63.5,76
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,01 to 04,2,60.1,57.6,62.6,75
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,05 to 09,3,56.4,54.1,58.7,74
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,10 to 14,4,51.9,49.8,53.9,73
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,15 to 19,5,47.3,45.4,49.2,72
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,20 to 24,6,42.9,41.0,44.8,70
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,25 to 29,7,38.6,36.7,40.4,69
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,30 to 34,8,34.3,32.5,36.1,67
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,35 to 39,9,30.2,28.4,31.9,65
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,40 to 44,10,26.2,24.5,27.9,63
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,45 to 49,11,22.4,20.8,24.1,61
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,50 to 54,12,18.8,17.2,20.4,58
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,55 to 59,13,15.5,13.9,17.1,56
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,60 to 64,14,12.4,10.9,14.0,53
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,65 to 69,15,9.6,8.1,11.2,50
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,70 to 74,16,7.2,5.7,8.7,47
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,75 to 79,17,5.1,3.6,6.7,44
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,80 to 84,18,3.5,1.8,5.1,40
